,function,docstring,file_name,id,label
1,"public void simulate(int numSteps)
    {
        for(int step = 1; step <= numSteps && view.isViable(field); step++) {
            simulateOneStep();
            //delay(50);   // uncomment this to run more slowly
        }
    }","Run the simulation from its current state for the given number of steps.
Stop before the given number of steps if it ceases to be viable.
@param numSteps The number of steps to run for.",Simulator.java,164.0,2
2,"public void simulateOneStep()
    {
        //set the conditions for the animals to act in.
        step.incrementStep();
        step.setDay();

        // Provide space for newborn animals.
        List<Animal> newAnimals = new ArrayList<>();        
        
        
        // Let all animals act.
        for(Iterator<Animal> it = animals.iterator(); it.hasNext(); ) {
            Animal animal = it.next();
            //change the animal's behaviour depending on the weather
            weatherChange(animal);
            //let the animals act depending on the time of day
            if(step.isDay()) {
               animal.actDay(newAnimals);
            }
            else {
                animal.actNight(newAnimals);
            }

            if(! animal.isAlive()) {
                it.remove();
            }
            
        }


        // Add the newly born animals to the main lists.
        animals.addAll(newAnimals);
        weather.generateTemp();
        view.showStatus(step.getStep(), field, weather.getTemp());
        
    }","Run the simulation from its current state for a single step.
Iterate over the whole field updating the state of each
fox and rabbit.",Simulator.java,164.0,2
3,"public void reset()
    {
        step.reset();
        animals.clear();
        populate(step);
        
        // Show the starting state in the view.
        view.showStatus(step.getStep(), field, weather.getTemp());
    }",Reset the simulation to a starting position.,Simulator.java,164.0,2
4,"private void populate(Step step)
    {
        Random rand = Randomizer.getRandom();
        field.clear();
        for(int row = 0; row < field.getDepth(); row++) {
            for(int col = 0; col < field.getWidth(); col++) {
                double prob = rand.nextDouble();
                
                if (prob <= ALGAE_CREATION_PROBABILITY) {
                   Location location = new Location(row, col); 
                   Animal animal = null;
                   if(prob <= FOX_CREATION_PROBABILITY){
                      animal = new Fox(true, field, location, step);
                   }
                   else if(prob <= SEAL_CREATION_PROBABILITY){
                      animal = new Seal(true, field, location, step);
                   }
                   else if(prob <= PENGUIN_CREATION_PROBABILITY){
                      animal = new Penguin(true, field, location, step);
                   }
                   else if(prob <= FISH_CREATION_PROBABILITY){
                      animal = new Fish(true, field, location, step);
                   }
                   else if(prob <= POLARBEAR_CREATION_PROBABILITY){
                      animal = new PolarBear(true, field, location, step);
                   }
                   else if(prob <= ALGAE_CREATION_PROBABILITY){
                      animal = new Algae(true, field, location, step);
                   }
                   animals.add(animal);
                }
                // else leave the location empty.
            }
        }
    }",Randomly populate the field with all the animals in the simulation.,Simulator.java,164.0,2
5,"private void delay(int millisec)
    {
        try {
            Thread.sleep(millisec);
        }
        catch (InterruptedException ie) {
            // wake up
        }
    }","Pause for a given time.
@param millisec  The time to pause for, in milliseconds",Simulator.java,164.0,2
6,"private void weatherChange(Animal animal)
    {
       if (weather.globalWarming()) {
           animal.setDead();    
           System.out.println(""GLOBAL WARMING KILLED ME!!!!!"");
       }
             
       if(weather.isSnowing()){
           if(animal instanceof Algae){
                 Algae algae = (Algae) animal;
                 algae.decreaseGrowth();       
           }
           animal.snowingEffect();
       }
       else {
           if (animal instanceof Algae) {
                Algae algae = (Algae) animal;
                algae.resetGrowth(); 
           }
       }
    }",Checks the current weather and updates each animal's actions accordingly,Simulator.java,164.0,2
0,"public String getPopulationDetails(Field field)
    {
        StringBuffer buffer = new StringBuffer();
        if(!countsValid) {
            generateCounts(field);
        }
        for(Class key : counters.keySet()) {
            Counter info = counters.get(key);
            buffer.append(info.getName());
            buffer.append("": "");
            buffer.append(info.getCount());
            buffer.append(' ');
        }
        return buffer.toString();
    }","Get details of what is in the field.
@return A string describing what is in the field.",FieldStats.java,164.0,2
1,"public void reset()
    {
        countsValid = false;
        for(Class key : counters.keySet()) {
            Counter count = counters.get(key);
            count.reset();
        }
    }","Invalidate the current set of statistics; reset all
counts to zero.",FieldStats.java,164.0,2
2,"public void incrementCount(Class animalClass)
    {
        Counter count = counters.get(animalClass);
        if(count == null) {
            // We do not have a counter for this species yet.
            // Create one.
            count = new Counter(animalClass.getName());
            counters.put(animalClass, count);
        }
        count.increment();
    }","Increment the count for one class of animal.
@param animalClass The class of animal to increment.",FieldStats.java,164.0,2
3,"public void countFinished()
    {
        countsValid = true;
    }",Indicate that an animal count has been completed.,FieldStats.java,164.0,2
4,"public boolean isViable(Field field)
    {
        // How many counts are non-zero.
        int nonZero = 0;
        if(!countsValid) {
            generateCounts(field);
        }
        for(Class key : counters.keySet()) {
            Counter info = counters.get(key);
            if(info.getCount() > 0) {
                nonZero++;
            }
        }
        return nonZero > 1;
    }","Determine whether the simulation is still viable.
I.e., should it continue to run.
@return true If there is more than one species alive.",FieldStats.java,164.0,2
5,"private void generateCounts(Field field)
    {
        reset();
        for(int row = 0; row < field.getDepth(); row++) {
            for(int col = 0; col < field.getWidth(); col++) {
                Object animal = field.getObjectAt(row, col);
                if(animal != null) {
                    incrementCount(animal.getClass());
                }
            }
        }
        countsValid = true;
    }","Generate counts of the number of each animal.
These are not kept up to date as all the animals
are placed in the field, but only when a request
is made for the information.
@param field The field to generate the stats for.",FieldStats.java,164.0,2
0,"public void actDay(List<Animal> newFish)
    {
        incrementAge();
        incrementHunger();  
        if(isAlive()) {
            giveBirth(newFish);            
            //Try to move into a free location.
            Location newLocation = findFood();     
            if(newLocation == null) { 
                // No food found - try to move to a free location.
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            // See if it was possible to move.
            if(newLocation != null) {
               setLocation(newLocation); 
            }
            else {
                //Overcrowding.
                setDead();
            }
        }
    }","This is what the fish does most of the time at Daytime - it wonders
around. Sometimes it will breed or die of old age.
@param newFish A list to return newly born fish.",Fish.java,164.0,2
1,"public void actNight(List<Animal> newFoxes)
    {            
        incrementHunger();      
        if(isAlive()) {
            giveBirth(newFoxes);            
        }
    }","This is what the fish does most of the time at Night time - it wonders
around. Sometimes it will breed.
@param newFish A list to return newly born fish.",Fish.java,164.0,2
2,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }","Increase the age.
This could result in the fish's death.",Fish.java,164.0,2
3,"private void giveBirth(List<Animal> newFish)
    {
        // New fish are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        Step step = getStep();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Fish young = new Fish(false, field, loc, step);
            newFish.add(young);
        }
    }","Check whether or not this fish is to give birth at this step.
New births will be made into free adjacent locations.
@param newFish A list to return newly born fish.",Fish.java,164.0,2
4,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Fish.java,164.0,2
5,"private Location findFood()
    {
        Field field = getField();
        Step step = getStep();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object animal = field.getObjectAt(where);
            if(animal instanceof Algae) {
                Algae algae = (Algae) animal;
                if(algae.isAlive()) { 
                    algae.decreaseHealth();
                    foodLevel = ALGAE_FOOD_VALUE;
                    if (!algae.isAlive()) {
                       return where;
                    }
                    
                }
            }
        }
        return null;
    }","Look for fish adjacent to the current location.
Only the first live fish is eaten.
@return Where food was found, or null if it wasn't.",Fish.java,164.0,2
6,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }","A fish can breed if it has reached the breeding age.
@return true if the rabbit can breed, false otherwise.",Fish.java,164.0,2
7,"private void incrementHunger()
    {
        if(isDay()){
            foodLevel --;
        }
        else{
            foodLevel -= 2;
        }
        
        if(foodLevel <= 0) {
            setDead();
        }
    }","Increase the hunger level. This could result in the polar bear's death.
At night,makes polar bear hungry more than Day time,
as it cannot hunt for a prey at Night.",Fish.java,164.0,2
0,"public boolean equals(Object obj)
    {
        if(obj instanceof Location) {
            Location other = (Location) obj;
            return row == other.getRow() && col == other.getCol();
        }
        else {
            return false;
        }
    }",Implement content equality.,Location.java,164.0,2
1,"public String toString()
    {
        return row + "","" + col;
    }","Return a string of the form row,column
@return A string representation of the location.",Location.java,164.0,2
2,"public int hashCode()
    {
        return (row << 16) + col;
    }","Use the top 16 bits for the row value and the bottom for
the column. Except for very big grids, this should give a
unique hash code for each (row, col) pair.
@return A hashcode for the location.",Location.java,164.0,2
3,"public int getRow()
    {
        return row;
    }",@return The row.,Location.java,164.0,2
4,"public int getCol()
    {
        return col;
    }",@return The column.,Location.java,164.0,2
0,"public void actDay(List<Animal> newPolarBears)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            giveBirth(newPolarBears);            
            // Move towards a source of food if found.
            Location newLocation = findFood();
            if(newLocation == null) { 
                // No food found - try to move to a free location.
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            // See if it was possible to move.
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the polar bear does most of the time: it hunts for
fish and seals. In the process, it might breed, die of hunger,
or die of old age.
@param field The field currently occupied.
@param newFoxes A list to return newly born polar bears.",PolarBear.java,164.0,2
1,"public void actNight(List<Animal> newPolarBears)
    {
        incrementHunger();
        if(isAlive()) {
            giveBirth(newPolarBears);            
        }
    }","This is what the polar bear does most of the time at Night time: ......Not confirmed
In the process, it might breed, die of hunger.
@param field The field currently occupied.
@param newPolarBears A list to return newly born Polar bears.",PolarBear.java,164.0,2
2,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }",Increase the age. This could result in the polar bear's death.,PolarBear.java,164.0,2
3,"private void incrementHunger()
    {
        if(isDay()){
            foodLevel --;
        }
        else{
            foodLevel -= 2;
        }
        
        if(foodLevel <= 0) {
            setDead();
        }
    }","Increase the hunger level. This could result in the polar bear's death.
At night,makes polar bear hungry more than Day time,
as it cannot hunt for a prey at Night.",PolarBear.java,164.0,2
4,"private Location findFood()
    {
        Field field = getField();
        Step step = getStep();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object animal = field.getObjectAt(where);
            if(animal instanceof Fish) {
                Fish fish = (Fish) animal;
                if(fish.isAlive()) { 
                    fish.setDead();
                    foodLevel = FISH_FOOD_VALUE;
                    return where;
                }
            }
            else if(animal instanceof Seal ) {
                Seal seal = (Seal) animal;
                if(seal.isAlive()) { 
                    seal.setDead();
                    foodLevel = SEAL_FOOD_VALUE;
                    return where; 
                }
            }
        }
        return null;
    }","Look for fish and seals adjacent to the current location.
Only the first live fish/seal is eaten.
@return Where food was found, or null if it wasn't.",PolarBear.java,164.0,2
6,"private void giveBirth(List<Animal> newPolarBears)
    {
        // New polar bears are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        Step step = getStep();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            PolarBear young = new PolarBear(false, field, loc, step);
            newPolarBears.add(young);
        }
    }","Check whether or not this polar bear is to give birth at this step.
New births will be made into free adjacent locations.
@param newPolarBears A list to return newly born polar bears.",PolarBear.java,164.0,2
7,"private int breed() 
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",PolarBear.java,164.0,2
9,"private boolean canBreed()
    {
        return age >= BREEDING_AGE && female;
    }",A polar bear can breed if it has reached the breeding age.,PolarBear.java,164.0,2
0,"public void actDay(List<Animal> newSeals)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            giveBirth(newSeals);            
            // Try to move into a free location.
            Location newLocation = getField().freeAdjacentLocation(getLocation());
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the seal does most of the time - it moves
around. Sometimes it will breed or die of old age.
@param newSeals A list to return newly born seals.",Seal.java,164.0,2
1,"public void actNight(List<Animal> newSeals)
    {
        incrementHunger();
        if(isAlive()) {
            giveBirth(newSeals);            
        }
    }","This is what the seal does most of the time - it moves
around. Sometimes it will breed or die of old age.
@param newSeals A list to return newly born seals.",Seal.java,164.0,2
2,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }","Increase the age.
This could result in the seal's death.",Seal.java,164.0,2
3,"private void incrementHunger()
    {
        if(isDay()){
            foodLevel --;
        }
        else{
            foodLevel -= 2;
        }
        
        if(foodLevel <= 0) {
            setDead();
        }
    }","Increase the hunger level. This could result in the polar bear's death.
At night,makes polar bear hungry more than Day time,
as it cannot hunt for a prey at Night.",Seal.java,164.0,2
4,"private void giveBirth(List<Animal> newSeals)
    {
        // New seals are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        Step step = getStep();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Seal young = new Seal(false, field, loc, step);
            newSeals.add(young);
        }
    }","Check whether or not this seal is to give birth at this step.
New births will be made into free adjacent locations.
@param newSeals A list to return newly born seals.",Seal.java,164.0,2
5,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Seal.java,164.0,2
6,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }","A seal can breed if it has reached the breeding age.
@return true if the seal can breed, false otherwise.",Seal.java,164.0,2
7,"private Location findFood()
    {
        Field field = getField();
        Step step = getStep();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object animal = field.getObjectAt(where);
            if(animal instanceof Algae) {
                Algae algae = (Algae) animal;
                if(algae.isAlive()) { 
                    algae.decreaseHealth();
                    foodLevel = ALGAE_FOOD_VALUE;
                    if (!algae.isAlive()) {
                       return where;
                    }
                    
                }
            }
        }
        return null;
    }","Look for fish adjacent to the current location.
Only the first live fish is eaten.
@return Where food was found, or null if it wasn't.",Seal.java,164.0,2
0,"public void actDay(List<Animal> newFoxes)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            giveBirth(newFoxes);            
            // Move towards a source of food if found.
            Location newLocation = findFood();
            if(newLocation == null) { 
                // No food found - try to move to a free location.
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            // See if it was possible to move.
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the fox does most of the time at Day time: it hunts for
fish. In the process, it might breed, die of hunger,
or die of old age.
@param field The field currently occupied.
@param newFoxes A list to return newly born foxes.",Fox.java,164.0,2
1,"public void actNight(List<Animal> newFoxes)
    {
        incrementHunger();
        if(isAlive()) {
            giveBirth(newFoxes);            
        }
    }","This is what the fox does most of the time at Night time.
In the process, it might breed or die of hunger.
@param field The field currently occupied.
@param newFoxes A list to return newly born foxes.",Fox.java,164.0,2
2,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }",Increase the age. This could result in the fox's death.,Fox.java,164.0,2
3,"private void incrementHunger()
    {
        if(isDay()){
            foodLevel --;
        }
        else{
            foodLevel -= 2;
        }
        
        if(foodLevel <= 0) {
            setDead();
        }
    }","Increase the hunger level. This could result in the polar bear's death.
At night,makes polar bear hungry more than Day time,
as it cannot hunt for a prey at Night.",Fox.java,164.0,2
4,"private Location findFood()
    {
        Field field = getField();
        Step step = getStep();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object animal = field.getObjectAt(where);
            if(animal instanceof Fish) {
                Fish fish = (Fish) animal;
                if(fish.isAlive()) { 
                    fish.setDead();
                    foodLevel = FISH_FOOD_VALUE;
                    return where;
                }
            }
            else if(animal instanceof Algae) {
                Algae algae = (Algae) animal;
                if(algae.isAlive()) { 
                    algae.decreaseHealth();
                    foodLevel = ALGAE_FOOD_VALUE;
                    if (!algae.isAlive()) {
                       return where;
                    }
                    
                }
            }
        }
        return null;
    }","Look for fish adjacent to the current location.
Only the first live fish is eaten.
@return Where food was found, or null if it wasn't.",Fox.java,164.0,2
5,"private void giveBirth(List<Animal> newFoxes)
    {
        // New foxes are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        Step step = getStep();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Fox young = new Fox(false, field, loc, step);
            newFoxes.add(young);
        }
    }","Check whether or not this fox is to give birth at this step.
New births will be made into free adjacent locations.
@param newFoxes A list to return newly born foxes.",Fox.java,164.0,2
6,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Fox.java,164.0,2
7,"private boolean canBreed()
    {
          return age >= BREEDING_AGE;
    }",A fox can breed if it has reached the breeding age.,Fox.java,164.0,2
0,"public void setDay()
    {
       if ( step % 4 <= 1) { 
           day = true; 
        }
       else {
          day = false;
        } 
    }",Sets the day/night status of each step. Two steps represent each day,Step.java,164.0,2
1,"public void setSeason()
    {
        if ( step % 20 == 0 ){
            weather.setSummer();
        }
        else if (step % 20 == 10){
            weather.setSummer();
        }
    }",Sets the season status of each step. Ten steps represent each season,Step.java,164.0,2
2,"public boolean isDay()
    {
       return day;
    }",Returns whether it is day or not,Step.java,164.0,2
3,"public int getStep()
    {
        return step;
    }",Returns the number of steps taken,Step.java,164.0,2
4,"public void incrementStep()
    {
        step ++;
    }",Increments the number of steps taken by one,Step.java,164.0,2
5,"public void reset()
    {
        step = 0;
    }",Resets the number of steps taken to zero,Step.java,164.0,2
0,"public void actDay(List<Animal> newPenguins)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            giveBirth(newPenguins);            
            // Move towards a source of food if found.
            Location newLocation = findFood();
            if(newLocation == null) { 
                // No food found - try to move to a free location.
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            // See if it was possible to move.
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the penguin does most of the time: it hunts for
fish. In the process, it might breed, die of hunger,
or die of old age.
@param field The field currently occupied.
@param newPenguins A list to return newly born penguins.",Penguin.java,164.0,2
1,"public void actNight(List<Animal> newPenguins)
    {
        incrementHunger();
        if(isAlive()) {
            giveBirth(newPenguins);            
        }
    }","This is what the Penguin does most of the time at Night time: ......Not confirmed
In the process, it might breed, die of hunger.
@param field The field currently occupied.
@param newPenguins A list to return newly born Penguins.",Penguin.java,164.0,2
2,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }",Increase the age. This could result in the penguin's death.,Penguin.java,164.0,2
3,"private void incrementHunger()
    {
        if(isDay()){
            foodLevel --;
        }
        else{
            foodLevel -= 2;
        }
        
        if(foodLevel <= 0) {
            setDead();
        }
    }","Increase the hunger level. This could result in the polar bear's death.
At night,makes polar bear hungry more than Day time,
as it cannot hunt for a prey at Night.",Penguin.java,164.0,2
5,"private Location findFood()
    {
        Field field = getField();
        Step step = getStep();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object animal = field.getObjectAt(where);
            if(animal instanceof Fish) {
                Fish fish = (Fish) animal;
                if(fish.isAlive()) { 
                    fish.setDead();
                    foodLevel = FISH_FOOD_VALUE;
                    return where;
                }
            }
        }
        return null;
    }","Look for fish adjacent to the current location.
Only the first live fish is eaten.
@return Where food was found, or null if it wasn't.",Penguin.java,164.0,2
6,"private void giveBirth(List<Animal> newPenguins)
    {
        // New foxes are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        Step step = getStep();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Penguin young = new Penguin(false, field, loc, step);
            newPenguins.add(young);
        }
    }","Check whether or not this penguin is to give birth at this step.
New births will be made into free adjacent locations.
@param newPenguins A list to return newly born penguins.",Penguin.java,164.0,2
7,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Penguin.java,164.0,2
8,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }",A penguin can breed if it has reached the breeding age.,Penguin.java,164.0,2
0,"public void clear()
    {
        for(int row = 0; row < depth; row++) {
            for(int col = 0; col < width; col++) {
                field[row][col] = null;
            }
        }
    }",Empty the field.,Field.java,164.0,2
1,"public void clear(Location location)
    {
        field[location.getRow()][location.getCol()] = null;
    }","Clear the given location.
@param location The location to clear.",Field.java,164.0,2
2,"public void place(Object animal, int row, int col)
    {
        place(animal, new Location(row, col));
    }","Place an animal at the given location.
If there is already an animal at the location it will
be lost.
@param animal The animal to be placed.
@param row Row coordinate of the location.
@param col Column coordinate of the location.",Field.java,164.0,2
3,"public void place(Object animal, Location location)
    {
        field[location.getRow()][location.getCol()] = animal;
    }","Place an animal at the given location.
If there is already an animal at the location it will
be lost.
@param animal The animal to be placed.
@param location Where to place the animal.",Field.java,164.0,2
4,"public Object getObjectAt(Location location)
    {
        return getObjectAt(location.getRow(), location.getCol());
    }","Return the animal at the given location, if any.
@param location Where in the field.
@return The animal at the given location, or null if there is none.",Field.java,164.0,2
5,"public Object getObjectAt(int row, int col)
    {
        return field[row][col];
    }","Return the animal at the given location, if any.
@param row The desired row.
@param col The desired column.
@return The animal at the given location, or null if there is none.",Field.java,164.0,2
6,"public Location randomAdjacentLocation(Location location)
    {
        List<Location> adjacent = adjacentLocations(location);
        return adjacent.get(0);
    }","Generate a random location that is adjacent to the
given location, or is the same location.
The returned location will be within the valid bounds
of the field.
@param location The location from which to generate an adjacency.
@return A valid location within the grid area.",Field.java,164.0,2
7,"public List<Location> getFreeAdjacentLocations(Location location)
    {
        List<Location> free = new LinkedList<>();
        List<Location> adjacent = adjacentLocations(location);
        for(Location next : adjacent) {
            if(getObjectAt(next) == null) {
                free.add(next);
            }
        }
        return free;
    }","Get a shuffled list of the free adjacent locations.
@param location Get locations adjacent to this.
@return A list of free adjacent locations.",Field.java,164.0,2
8,"public Location freeAdjacentLocation(Location location)
    {
        // The available free ones.
        List<Location> free = getFreeAdjacentLocations(location);
        if(free.size() > 0) {
            return free.get(0);
        }
        else {
            return null;
        }
    }","Try to find a free location that is adjacent to the
given location. If there is none, return null.
The returned location will be within the valid bounds
of the field.
@param location The location from which to generate an adjacency.
@return A valid location within the grid area.",Field.java,164.0,2
9,"public List<Location> adjacentLocations(Location location)
    {
        assert location != null : ""Null location passed to adjacentLocations"";
        // The list of locations to be returned.
        List<Location> locations = new LinkedList<>();
        if(location != null) {
            int row = location.getRow();
            int col = location.getCol();
            for(int roffset = -1; roffset <= 1; roffset++) {
                int nextRow = row + roffset;
                if(nextRow >= 0 && nextRow < depth) {
                    for(int coffset = -1; coffset <= 1; coffset++) {
                        int nextCol = col + coffset;
                        // Exclude invalid locations and the original location.
                        if(nextCol >= 0 && nextCol < width && (roffset != 0 || coffset != 0)) {
                            locations.add(new Location(nextRow, nextCol));
                        }
                    }
                }
            }
            
            // Shuffle the list. Several other methods rely on the list
            // being in a random order.
            Collections.shuffle(locations, rand);
        }
        return locations;
    }","Return a shuffled list of locations adjacent to the given one.
The list will not include the location itself.
All locations will lie within the grid.
@param location The location from which to generate adjacencies.
@return A list of locations adjacent to that given.",Field.java,164.0,2
10,"public int getDepth()
    {
        return depth;
    }","Return the depth of the field.
@return The depth of the field.",Field.java,164.0,2
11,"public int getWidth()
    {
        return width;
    }","Return the width of the field.
@return The width of the field.",Field.java,164.0,2
0,"protected boolean isAlive()
    {
        return alive;
    }","Check whether the animal is alive or not.
@return true if the animal is still alive.",Animal.java,164.0,2
1,"protected void setDead()
    {
        alive = false;
        if(location != null) {
            field.clear(location);
            location = null;
            field = null;
        }
    }","Indicate that the animal is no longer alive.
It is removed from the field.",Animal.java,164.0,2
4,"protected void snowingEffect()
    {
        if(rand.nextDouble() <= DYING_PROBABILITY){
            setDead();
        }
    }",Uses a probability to set an animal to dead if it's snowing,Animal.java,164.0,2
5,"protected Location getLocation()
    {
        return location;
    }","Return the animal's location.
@return The animal's location.",Animal.java,164.0,2
6,"protected void setLocation(Location newLocation)
    {
        if(location != null) {
            field.clear(location);
        }
        location = newLocation;
        field.place(this, newLocation);
    }","Place the animal at the new location in the given field.
@param newLocation The animal's new location.",Animal.java,164.0,2
7,"protected Field getField()
    {
        return field;
    }","Return the animal's field.
@return The animal's field.",Animal.java,164.0,2
0,"public void actDay(List<Animal> newAlgae)
    {
        incrementAge();
        if(isAlive()) {
            grow(newAlgae);            
        }
    }","This is what the algae does most of the time at Day time: it
checks to see if it can grow, and it ages and eventually dies.
@param field The field currently occupied.
@param newFoxes A list to return newly born foxes.",Algae.java,164.0,2
1,"public void actNight(List<Animal> newAlgae)
    {
        
    }","As algae is a plant, it doesn't tend to act at night, when
there is no sunlight.",Algae.java,164.0,2
2,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }",Increase the age. This could result in the algae's death.,Algae.java,164.0,2
3,"public static void decreaseGrowth(){
        GROWTH_PROBABILITY -= 0.0002;
    }",This decreases the probability that the algae will grow,Algae.java,164.0,2
4,"private void grow(List<Animal> newAlgae)
    {
        // New algae grows into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        Step step = getStep();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = canGrow();
        for(int g = 0; g < births && free.size() > 0; g++) {
            Location loc = free.remove(0);
            Algae sapling = new Algae(false, field, loc, step);
            newAlgae.add(sapling);
        }
    }","Check whether or not this plant can grow at this step.
New plants will be put into free adjacent locations.
@param newAlgae A list to return newly grown algae.",Algae.java,164.0,2
5,"private int canGrow() 
    {
        int growths = 0;
        if(rand.nextDouble() <= GROWTH_PROBABILITY) {
            growths = rand.nextInt(GROWTH_SIZE) + 1;
        }
        return growths;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Algae.java,164.0,2
0,"public void act(List<Animal> newRabbits)
    {
        incrementAge();
        if(isAlive()) {
            giveBirth(newRabbits);            
            // Try to move into a free location.
            Location newLocation = getField().freeAdjacentLocation(getLocation());
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the rabbit does most of the time - it runs
around. Sometimes it will breed or die of old age.
@param newRabbits A list to return newly born rabbits.",Rabbit.java,396.0,3
1,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }","Increase the age.
This could result in the rabbit's death.",Rabbit.java,396.0,3
