func_code_string,label,query,text
"public void save(@NonNull File meanFile, @NonNull File stdFile) throws IOException {
        Nd4j.saveBinary(getMean(), meanFile);
        Nd4j.saveBinary(getStd(), stdFile);
    }",0,save list to file,"save list to file<CODESPLIT>public void save(@NonNull File meanFile, @NonNull File stdFile) throws IOException {         Nd4j.saveBinary(getMean(), meanFile);         Nd4j.saveBinary(getStd(), stdFile);     }"
"public void uncheckCheckboxInCell(int row, int column) {
        String checkboxLocator = getXPathBase() + ""tr["" + row + ""]/td["" + column + ""]/input"";
        CheckBox cb = new CheckBox(checkboxLocator);
        cb.uncheck();
    }",1,how to make the checkbox checked,"how to make the checkbox checked<CODESPLIT>public void uncheckCheckboxInCell(int row, int column) {         String checkboxLocator = getXPathBase() + ""tr["" + row + ""]/td["" + column + ""]/input"";         CheckBox cb = new CheckBox(checkboxLocator);         cb.uncheck();     }"
"@SuppressWarnings(""unchecked"")
    public final T[] filter(final T[] objects) {
        final Collection<T> filtered = filter(Arrays.asList(objects));
        try {
            return filtered.toArray((T[]) Array.newInstance(objects
                    .getClass(), filtered.size()));
        } catch (ArrayStoreException ase) {
            Logger log = LoggerFactory.getLogger(Filter.class);
            log.warn(""Error converting to array - using default approach"", ase);
        }
        return (T[]) filtered.toArray();
    }",2,filter array,"filter array<CODESPLIT>@SuppressWarnings(""unchecked"")     public final T[] filter(final T[] objects) {         final Collection<T> filtered = filter(Arrays.asList(objects));         try {             return filtered.toArray((T[]) Array.newInstance(objects                     .getClass(), filtered.size()));         } catch (ArrayStoreException ase) {             Logger log = LoggerFactory.getLogger(Filter.class);             log.warn(""Error converting to array - using default approach"", ase);         }         return (T[]) filtered.toArray();     }"
"private static byte[] writeCsv(String[] columnHeaders, String[][] rows) throws IOException {
    try (ByteArrayOutputStream csvStream = new ByteArrayOutputStream(); OutputStreamWriter streamWriter = new OutputStreamWriter(csvStream, Charset.forName(""UTF-8""))) {
      CSVWriter csvWriter = new CSVWriter(streamWriter, ',');

      csvWriter.writeNext(columnHeaders);
      
      for (String[] row : rows) {
        csvWriter.writeNext(row);
      }

      csvWriter.close();
      
      return csvStream.toByteArray();
    }
  }",3,write csv,"write csv<CODESPLIT>private static byte[] writeCsv(String[] columnHeaders, String[][] rows) throws IOException {     try (ByteArrayOutputStream csvStream = new ByteArrayOutputStream(); OutputStreamWriter streamWriter = new OutputStreamWriter(csvStream, Charset.forName(""UTF-8""))) {       CSVWriter csvWriter = new CSVWriter(streamWriter, ',');        csvWriter.writeNext(columnHeaders);              for (String[] row : rows) {         csvWriter.writeNext(row);       }        csvWriter.close();              return csvStream.toByteArray();     }   }"
"public static double score(MultiLayerNetwork model, DataSetIterator testSet, RegressionValue regressionValue) {
        RegressionEvaluation eval = model.evaluateRegression(testSet);
        return getScoreFromRegressionEval(eval, regressionValue);
    }",0,linear regression,"linear regression<CODESPLIT>public static double score(MultiLayerNetwork model, DataSetIterator testSet, RegressionValue regressionValue) {         RegressionEvaluation eval = model.evaluateRegression(testSet);         return getScoreFromRegressionEval(eval, regressionValue);     }"
"public static IPAddressType getAddressType(String ipAddress)
    {
    	if(IPAddressUtil.isIPv4LiteralAddress(ipAddress))
    		return IPAddressType.IPV4;
    	
    	if(IPAddressUtil.isIPv6LiteralAddress(ipAddress))
    		return IPAddressType.IPV6;
    	
    	return IPAddressType.INVALID;
    }",1,get current ip address,get current ip address<CODESPLIT>public static IPAddressType getAddressType(String ipAddress)     {     	if(IPAddressUtil.isIPv4LiteralAddress(ipAddress))     		return IPAddressType.IPV4;     	     	if(IPAddressUtil.isIPv6LiteralAddress(ipAddress))     		return IPAddressType.IPV6;     	     	return IPAddressType.INVALID;     }
"public static IntStreamEx of(Random random, int randomNumberOrigin, int randomNumberBound) {
        return seq(random.ints(randomNumberOrigin, randomNumberBound));
    }",2,how to randomly pick a number,"how to randomly pick a number<CODESPLIT>public static IntStreamEx of(Random random, int randomNumberOrigin, int randomNumberBound) {         return seq(random.ints(randomNumberOrigin, randomNumberBound));     }"
"public void doAESEncryption() throws Exception{
		if(!initAESDone)
			initAES();
		cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
		//System.out.println(secretKey.getEncoded());
		cipher.init(Cipher.ENCRYPT_MODE, secretKey);
		AlgorithmParameters params = cipher.getParameters();
		iv = params.getParameterSpec(IvParameterSpec.class).getIV();
		secretCipher = cipher.doFinal(secretPlain);
		clearPlain();
	}",3,aes encryption,"aes encryption<CODESPLIT>public void doAESEncryption() throws Exception{ 		if(!initAESDone) 			initAES(); 		cipher = Cipher.getInstance(""AES/CBC/PKCS5Padding""); 		//System.out.println(secretKey.getEncoded()); 		cipher.init(Cipher.ENCRYPT_MODE, secretKey); 		AlgorithmParameters params = cipher.getParameters(); 		iv = params.getParameterSpec(IvParameterSpec.class).getIV(); 		secretCipher = cipher.doFinal(secretPlain); 		clearPlain(); 	}"
"private File[] accept(File file, final boolean recursive) {
        // Custom filtering rules If you can loop (include subdirectories) or is the end of the file. Class (compiled java class file)
        return file.listFiles(file1 -> (recursive && file1.isDirectory()) || (file1.getName().endsWith("".class"")));
    }",0,parse binary file to custom class,"parse binary file to custom class<CODESPLIT>private File[] accept(File file, final boolean recursive) {         // Custom filtering rules If you can loop (include subdirectories) or is the end of the file. Class (compiled java class file)         return file.listFiles(file1 -> (recursive && file1.isDirectory()) || (file1.getName().endsWith("".class"")));     }"
"public TernaryVector generate() {
        HashSet<Integer> pos = new HashSet<Integer>();
        HashSet<Integer> neg = new HashSet<Integer>();
        
        // Randomly decide how many bits to set in the index vector based on the
        // variance.
        int bitsToSet = numVectorValues +
            (int)(RANDOM.nextDouble() * variance *
                  ((RANDOM.nextDouble() > .5) ? 1 : -1));

        for (int i = 0; i < bitsToSet; ++i) {
            boolean picked = false;
            // loop to ensure we actually pick the full number of bits
            while (!picked) {
                // pick some random index
                int index = RANDOM.nextInt(indexVectorLength);
                    
                // check that we haven't already added this index
                if (pos.contains(index) || neg.contains(index))
                    continue;
                    
                // decide positive or negative
                ((RANDOM.nextDouble() > .5) ? pos : neg).add(index);
                picked = true;
            }
        }
            
        int[] positive = new int[pos.size()];
        int[] negative = new int[neg.size()];

        Iterator<Integer> it = pos.iterator();
        for (int i = 0; i < positive.length; ++i) 
            positive[i] = it.next();

        it = neg.iterator();
        for (int i = 0; i < negative.length; ++i) 
            negative[i] = it.next();                

        // sort so we can use a binary search in getValue()
        Arrays.sort(positive);
        Arrays.sort(negative);
        return new TernaryVector(indexVectorLength, positive, negative);
    }",1,how to randomly pick a number,"how to randomly pick a number<CODESPLIT>public TernaryVector generate() {         HashSet<Integer> pos = new HashSet<Integer>();         HashSet<Integer> neg = new HashSet<Integer>();                  // Randomly decide how many bits to set in the index vector based on the         // variance.         int bitsToSet = numVectorValues +             (int)(RANDOM.nextDouble() * variance *                   ((RANDOM.nextDouble() > .5) ? 1 : -1));          for (int i = 0; i < bitsToSet; ++i) {             boolean picked = false;             // loop to ensure we actually pick the full number of bits             while (!picked) {                 // pick some random index                 int index = RANDOM.nextInt(indexVectorLength);                                      // check that we haven't already added this index                 if (pos.contains(index) || neg.contains(index))                     continue;                                      // decide positive or negative                 ((RANDOM.nextDouble() > .5) ? pos : neg).add(index);                 picked = true;             }         }                      int[] positive = new int[pos.size()];         int[] negative = new int[neg.size()];          Iterator<Integer> it = pos.iterator();         for (int i = 0; i < positive.length; ++i)              positive[i] = it.next();          it = neg.iterator();         for (int i = 0; i < negative.length; ++i)              negative[i] = it.next();                          // sort so we can use a binary search in getValue()         Arrays.sort(positive);         Arrays.sort(negative);         return new TernaryVector(indexVectorLength, positive, negative);     }"
"static
	public double probability(ContinuousDistribution distribution, Number x){

		if(distribution instanceof GaussianDistribution){
			return probability((GaussianDistribution)distribution, x);
		} else

		if(distribution instanceof PoissonDistribution){
			return probability((PoissonDistribution)distribution, x);
		}

		throw new UnsupportedElementException(distribution);
	}",2,normal distribution,"normal distribution<CODESPLIT>static 	public double probability(ContinuousDistribution distribution, Number x){  		if(distribution instanceof GaussianDistribution){ 			return probability((GaussianDistribution)distribution, x); 		} else  		if(distribution instanceof PoissonDistribution){ 			return probability((PoissonDistribution)distribution, x); 		}  		throw new UnsupportedElementException(distribution); 	}"
"private String formatDate(Date value)
   {
      return (value == null ? null : m_formats.getDateFormat().format(value));
   }",3,format date,format date<CODESPLIT>private String formatDate(Date value)    {       return (value == null ? null : m_formats.getDateFormat().format(value));    }
"public void setWorkDir(String dir) throws IOException
    {
        File workDir = new File(dir);

        if (!workDir.exists() || !workDir.canWrite() || !workDir.canRead())
        {
            throw new IOException(""Cannot access directory ""+dir);
        }
        _workDir = workDir;
    }",0,set working directory,"set working directory<CODESPLIT>public void setWorkDir(String dir) throws IOException     {         File workDir = new File(dir);          if (!workDir.exists() || !workDir.canWrite() || !workDir.canRead())         {             throw new IOException(""Cannot access directory ""+dir);         }         _workDir = workDir;     }"
"public JsonResponse apiPost(ApiParams data, ApiFileParams fileParams) throws IOException {
        return httpRequestJson(HttpRequestMethod.POST, data, fileParams);
    }",1,httpclient post json,"httpclient post json<CODESPLIT>public JsonResponse apiPost(ApiParams data, ApiFileParams fileParams) throws IOException {         return httpRequestJson(HttpRequestMethod.POST, data, fileParams);     }"
"public static double similarLevenshtein(String s1, String s2) {
        if (s1.equals(s2)) {
            return 1.0;
        }

        // Make sure s1 is the longest string
        if (s1.length() < s2.length()) {
            String swap = s1;
            s1 = s2;
            s2 = swap;
        }

        int bigLength = s1.length();
        return (bigLength - StringUtils.getLevenshteinDistance(s2, s1)) / (double) bigLength;
    }",2,string similarity levenshtein,"string similarity levenshtein<CODESPLIT>public static double similarLevenshtein(String s1, String s2) {         if (s1.equals(s2)) {             return 1.0;         }          // Make sure s1 is the longest string         if (s1.length() < s2.length()) {             String swap = s1;             s1 = s2;             s2 = swap;         }          int bigLength = s1.length();         return (bigLength - StringUtils.getLevenshteinDistance(s2, s1)) / (double) bigLength;     }"
"public static PlotCanvas plot(String id, double[][] data, int[] y, char[] legend, Color[] palette) {
        if (data[0].length != 2 && data[0].length != 3) {
            throw new IllegalArgumentException(""Invalid data dimension: "" + data[0].length);
        }

        double[] lowerBound = Math.colMin(data);
        double[] upperBound = Math.colMax(data);
        PlotCanvas canvas = new PlotCanvas(lowerBound, upperBound);

        ScatterPlot plot = new ScatterPlot(data, y, legend, palette);
        plot.setID(id);
        canvas.add(plot);

        return canvas;
    }",3,scatter plot,"scatter plot<CODESPLIT>public static PlotCanvas plot(String id, double[][] data, int[] y, char[] legend, Color[] palette) {         if (data[0].length != 2 && data[0].length != 3) {             throw new IllegalArgumentException(""Invalid data dimension: "" + data[0].length);         }          double[] lowerBound = Math.colMin(data);         double[] upperBound = Math.colMax(data);         PlotCanvas canvas = new PlotCanvas(lowerBound, upperBound);          ScatterPlot plot = new ScatterPlot(data, y, legend, palette);         plot.setID(id);         canvas.add(plot);          return canvas;     }"
"public static <E> Distribution<E> getDistributionFromPartiallySpecifiedCounter(Counter<E> c, int numKeys){
    Distribution<E> d;
    double total = c.totalCount();
    if (total >= 1.0){
      d = getDistribution(c);
      d.numberOfKeys = numKeys;
    } else {
      d = new Distribution<E>();
      d.numberOfKeys = numKeys;
      d.counter = c;
      d.reservedMass = 1.0 - total;
    }
    return d;
  }",0,normal distribution,"normal distribution<CODESPLIT>public static <E> Distribution<E> getDistributionFromPartiallySpecifiedCounter(Counter<E> c, int numKeys){     Distribution<E> d;     double total = c.totalCount();     if (total >= 1.0){       d = getDistribution(c);       d.numberOfKeys = numKeys;     } else {       d = new Distribution<E>();       d.numberOfKeys = numKeys;       d.counter = c;       d.reservedMass = 1.0 - total;     }     return d;   }"
"public Matrix multiply(double k)
    {
        double pv[][] = new double[nRows][nCols]; // product values

        // Compute values of the product.
        for (int r = 0; r < nRows; ++r) {
            for (int c = 0; c < nCols; ++c) {
                pv[r][c] = k*values[r][c];
            }
        }

        return new Matrix(pv);
    }",1,matrix multiply,matrix multiply<CODESPLIT>public Matrix multiply(double k)     {         double pv[][] = new double[nRows][nCols]; // product values          // Compute values of the product.         for (int r = 0; r < nRows; ++r) {             for (int c = 0; c < nCols; ++c) {                 pv[r][c] = k*values[r][c];             }         }          return new Matrix(pv);     }
"public void addScatterPlot(String scatterID, String xAxisLabel, String yAxisLabel) throws ShanksException {
        if (!this.timeCharts.containsKey(scatterID)) {
            ScatterPlotGenerator scatter = new ScatterPlotGenerator();
            scatter.setTitle(scatterID);
            scatter.setXAxisLabel(xAxisLabel);
            scatter.setYAxisLabel(yAxisLabel);
            this.scatterPlots.put(scatterID, scatter);
        } else {
            throw new DuplicatedChartIDException(scatterID);
        }
    }",2,scatter plot,"scatter plot<CODESPLIT>public void addScatterPlot(String scatterID, String xAxisLabel, String yAxisLabel) throws ShanksException {         if (!this.timeCharts.containsKey(scatterID)) {             ScatterPlotGenerator scatter = new ScatterPlotGenerator();             scatter.setTitle(scatterID);             scatter.setXAxisLabel(xAxisLabel);             scatter.setYAxisLabel(yAxisLabel);             this.scatterPlots.put(scatterID, scatter);         } else {             throw new DuplicatedChartIDException(scatterID);         }     }"
"public ScatterPlot points(String id, double[][] data, Color color) {
        if (data[0].length != base.dimension) {
            throw new IllegalArgumentException(""Invalid data dimension: "" + data[0].length);
        }

        double[] lowerBound = Math.colMin(data);
        double[] upperBound = Math.colMax(data);
        extendBound(lowerBound, upperBound);

        ScatterPlot plot = new ScatterPlot(data);
        plot.setID(id);
        plot.setColor(color);
        add(plot);

        return plot;
    }",3,scatter plot,"scatter plot<CODESPLIT>public ScatterPlot points(String id, double[][] data, Color color) {         if (data[0].length != base.dimension) {             throw new IllegalArgumentException(""Invalid data dimension: "" + data[0].length);         }          double[] lowerBound = Math.colMin(data);         double[] upperBound = Math.colMax(data);         extendBound(lowerBound, upperBound);          ScatterPlot plot = new ScatterPlot(data);         plot.setID(id);         plot.setColor(color);         add(plot);          return plot;     }"
"private int _checkInlineHtml (final MarkdownHCStack out, final String in, final int nStart)
  {
    final StringBuilder aTmp = new StringBuilder ();

    // Check for auto links
    aTmp.setLength (0);
    int nPos = MarkdownHelper.readUntil (aTmp, in, nStart + 1, ':', ' ', '>', '\n');
    if (nPos != -1 && in.charAt (nPos) == ':' && MarkdownHTML.isLinkPrefix (aTmp.toString ()))
    {
      nPos = MarkdownHelper.readUntil (aTmp, in, nPos, '>');
      if (nPos != -1)
      {
        final String sLink = aTmp.toString ();
        final HCA aLink = m_aConfig.getDecorator ().openLink (out);
        aLink.setHref (new SimpleURL (sLink)).addChild (sLink);
        m_aConfig.getDecorator ().closeLink (out);
        return nPos;
      }
    }

    // Check for mailto or address auto link
    aTmp.setLength (0);
    nPos = MarkdownHelper.readUntil (aTmp, in, nStart + 1, '@', ' ', '>', '\n');
    if (nPos != -1 && in.charAt (nPos) == '@')
    {
      nPos = MarkdownHelper.readUntil (aTmp, in, nPos, '>');
      if (nPos != -1)
      {
        final String sLink = aTmp.toString ();
        final HCA aLink = m_aConfig.getDecorator ().openLink (out);
        if (sLink.startsWith (""@""))
        {
          // address auto links
          final String sAddress = sLink.substring (1);
          final ISimpleURL aUrl = new SimpleURL (""https://maps.google.com/maps"").add (""q"", sAddress);
          aLink.setHref (aUrl).addChild (sAddress);
        }
        else
        {
          // mailto auto links
          aLink.setHref (new SimpleURL (""mailto:"" + sLink)).addChild (sLink);
        }
        m_aConfig.getDecorator ().closeLink (out);
        return nPos;
      }
    }

    // Check for inline html
    if (nStart + 2 < in.length ())
    {
      nPos = nStart;
      if (nStart + 3 < in.length () &&
          in.charAt (nStart + 1) == '!' &&
          in.charAt (nStart + 2) == '-' &&
          in.charAt (nStart + 3) == '-')
      {
        nPos = nStart + 4;
        final int nCommentStartPos = nPos;
        while (true)
        {
          while (nPos < in.length () && in.charAt (nPos) != '-')
            nPos++;

          if (nPos == in.length ())
          {
            // FIXME End of line in comment
            return -1;
          }
          if (nPos + 2 < in.length () && in.charAt (nPos + 1) == '-' && in.charAt (nPos + 2) == '>')
          {
            // XML comment inline
            out.append (new HCCommentNode (in.substring (nCommentStartPos, nPos)));
            return nPos + 2;
          }
          nPos++;
        }
      }

      aTmp.setLength (0);
      final int nNewPos = MarkdownHelper.readXMLElement (aTmp, in, nStart, m_aConfig.isSafeMode ());
      if (nNewPos != -1)
      {
        final String sElement = aTmp.toString ();
        if (sElement.endsWith (""/>""))
        {
          // Self closed tag - can be parsed
          final IMicroDocument aXML = MicroReader.readMicroXML (sElement);
          if (aXML == null)
            throw new MarkdownException (""Failed to parse XML: "" + sElement);
          // And use the root element
          out.append (new HCDOMWrapper (aXML.getDocumentElement ().detachFromParent ()));
        }
        else
          if (sElement.startsWith (""</""))
          {
            // Closing tag
            out.pop ();
          }
          else
          {
            // Opening tag - parse as self-closed tag and push to stack
            final String sParseCode = sElement.substring (0, sElement.length () - 1) + ""/>"";
            final IMicroDocument aXML = MicroReader.readMicroXML (sParseCode);
            if (aXML == null)
              throw new MarkdownException (""Failed to parse XML: "" + sParseCode);
            final IMicroElement eRoot = aXML.getDocumentElement ();

            // And use the root element
            final IHCElement <?> aHC = HCExtHelper.createHCElementFromName (eRoot.getTagName ());
            if (aHC == null)
              throw new MarkdownException (""Failed to get HC element: "" + eRoot.getTagName ());

            // Clone all attributes
            eRoot.forAllAttributes (aAttr -> aHC.customAttrs ().putIn (aAttr.getAttributeQName (),
                                                                       aAttr.getAttributeValue ()));

            if (aHC.getElement ().mayBeSelfClosed ())
            {
              // e.g. <hr />
              out.append (aHC);
            }
            else
            {
              // Push
              out.push (aHC);
            }
          }

        return nNewPos - 1;
      }
    }

    return -1;
  }",0,reading element from html - <td>,"reading element from html - <td><CODESPLIT>private int _checkInlineHtml (final MarkdownHCStack out, final String in, final int nStart)   {     final StringBuilder aTmp = new StringBuilder ();      // Check for auto links     aTmp.setLength (0);     int nPos = MarkdownHelper.readUntil (aTmp, in, nStart + 1, ':', ' ', '>', '\n');     if (nPos != -1 && in.charAt (nPos) == ':' && MarkdownHTML.isLinkPrefix (aTmp.toString ()))     {       nPos = MarkdownHelper.readUntil (aTmp, in, nPos, '>');       if (nPos != -1)       {         final String sLink = aTmp.toString ();         final HCA aLink = m_aConfig.getDecorator ().openLink (out);         aLink.setHref (new SimpleURL (sLink)).addChild (sLink);         m_aConfig.getDecorator ().closeLink (out);         return nPos;       }     }      // Check for mailto or address auto link     aTmp.setLength (0);     nPos = MarkdownHelper.readUntil (aTmp, in, nStart + 1, '@', ' ', '>', '\n');     if (nPos != -1 && in.charAt (nPos) == '@')     {       nPos = MarkdownHelper.readUntil (aTmp, in, nPos, '>');       if (nPos != -1)       {         final String sLink = aTmp.toString ();         final HCA aLink = m_aConfig.getDecorator ().openLink (out);         if (sLink.startsWith (""@""))         {           // address auto links           final String sAddress = sLink.substring (1);           final ISimpleURL aUrl = new SimpleURL (""https://maps.google.com/maps"").add (""q"", sAddress);           aLink.setHref (aUrl).addChild (sAddress);         }         else         {           // mailto auto links           aLink.setHref (new SimpleURL (""mailto:"" + sLink)).addChild (sLink);         }         m_aConfig.getDecorator ().closeLink (out);         return nPos;       }     }      // Check for inline html     if (nStart + 2 < in.length ())     {       nPos = nStart;       if (nStart + 3 < in.length () &&           in.charAt (nStart + 1) == '!' &&           in.charAt (nStart + 2) == '-' &&           in.charAt (nStart + 3) == '-')       {         nPos = nStart + 4;         final int nCommentStartPos = nPos;         while (true)         {           while (nPos < in.length () && in.charAt (nPos) != '-')             nPos++;            if (nPos == in.length ())           {             // FIXME End of line in comment             return -1;           }           if (nPos + 2 < in.length () && in.charAt (nPos + 1) == '-' && in.charAt (nPos + 2) == '>')           {             // XML comment inline             out.append (new HCCommentNode (in.substring (nCommentStartPos, nPos)));             return nPos + 2;           }           nPos++;         }       }        aTmp.setLength (0);       final int nNewPos = MarkdownHelper.readXMLElement (aTmp, in, nStart, m_aConfig.isSafeMode ());       if (nNewPos != -1)       {         final String sElement = aTmp.toString ();         if (sElement.endsWith (""/>""))         {           // Self closed tag - can be parsed           final IMicroDocument aXML = MicroReader.readMicroXML (sElement);           if (aXML == null)             throw new MarkdownException (""Failed to parse XML: "" + sElement);           // And use the root element           out.append (new HCDOMWrapper (aXML.getDocumentElement ().detachFromParent ()));         }         else           if (sElement.startsWith (""</""))           {             // Closing tag             out.pop ();           }           else           {             // Opening tag - parse as self-closed tag and push to stack             final String sParseCode = sElement.substring (0, sElement.length () - 1) + ""/>"";             final IMicroDocument aXML = MicroReader.readMicroXML (sParseCode);             if (aXML == null)               throw new MarkdownException (""Failed to parse XML: "" + sParseCode);             final IMicroElement eRoot = aXML.getDocumentElement ();              // And use the root element             final IHCElement <?> aHC = HCExtHelper.createHCElementFromName (eRoot.getTagName ());             if (aHC == null)               throw new MarkdownException (""Failed to get HC element: "" + eRoot.getTagName ());              // Clone all attributes             eRoot.forAllAttributes (aAttr -> aHC.customAttrs ().putIn (aAttr.getAttributeQName (),                                                                        aAttr.getAttributeValue ()));              if (aHC.getElement ().mayBeSelfClosed ())             {               // e.g. <hr />               out.append (aHC);             }             else             {               // Push               out.push (aHC);             }           }          return nNewPos - 1;       }     }      return -1;   }"
"@Override
	public String getRequestValue(final Request request) {
		if (isPresent(request)) {
			// User entered a valid date
			String dateParam = request.getParameter(getId() + ""-date"");
			if (dateParam == null) {
				return null;
			}

			// Validate Transfer Date Format - YYYY-MM-DD
			if (dateParam.length() != INTERNAL_DATE_TOTAL_CHARS || dateParam.charAt(
					INTERNAL_DASH1_POS) != '-'
					|| dateParam.charAt(INTERNAL_DASH2_POS) != '-') {
				LOG.warn(""Date parameter is not in the format yyyy-MM-dd ("" + dateParam
						+ "") and will be treated as null."");
				return null;
			}

			// Transform YYYY-MM-DD to YYYYMMDD
			StringBuffer buf = new StringBuffer(DATE_TOTAL_CHARS);
			buf.append(dateParam.substring(INTERNAL_YEAR_START, INTERNAL_YEAR_END));
			buf.append(dateParam.substring(INTERNAL_MONTH_START, INTERNAL_MONTH_END));
			buf.append(dateParam.substring(INTERNAL_DAY_START, INTERNAL_DAY_END));

			String dateFormat = buf.toString();

			// Validate the date
			if (!isValidPartialDateStringFormat(dateFormat, THEME_PADDING_CHAR)) {
				LOG.warn(""Date parameter (""
						+ dateParam
						+ "") could not be transformed from YYYY-MM-DD to the format YYYYMMDD and will be treated as null."");
				return null;
			}

			// Convert from Theme padding character to the correct padding character
			return dateFormat.replace(THEME_PADDING_CHAR, getPaddingChar());
		} else {
			return getValue();
		}
	}",1,convert a date string into yyyymmdd,"convert a date string into yyyymmdd<CODESPLIT>@Override 	public String getRequestValue(final Request request) { 		if (isPresent(request)) { 			// User entered a valid date 			String dateParam = request.getParameter(getId() + ""-date""); 			if (dateParam == null) { 				return null; 			}  			// Validate Transfer Date Format - YYYY-MM-DD 			if (dateParam.length() != INTERNAL_DATE_TOTAL_CHARS || dateParam.charAt( 					INTERNAL_DASH1_POS) != '-' 					|| dateParam.charAt(INTERNAL_DASH2_POS) != '-') { 				LOG.warn(""Date parameter is not in the format yyyy-MM-dd ("" + dateParam 						+ "") and will be treated as null.""); 				return null; 			}  			// Transform YYYY-MM-DD to YYYYMMDD 			StringBuffer buf = new StringBuffer(DATE_TOTAL_CHARS); 			buf.append(dateParam.substring(INTERNAL_YEAR_START, INTERNAL_YEAR_END)); 			buf.append(dateParam.substring(INTERNAL_MONTH_START, INTERNAL_MONTH_END)); 			buf.append(dateParam.substring(INTERNAL_DAY_START, INTERNAL_DAY_END));  			String dateFormat = buf.toString();  			// Validate the date 			if (!isValidPartialDateStringFormat(dateFormat, THEME_PADDING_CHAR)) { 				LOG.warn(""Date parameter ("" 						+ dateParam 						+ "") could not be transformed from YYYY-MM-DD to the format YYYYMMDD and will be treated as null.""); 				return null; 			}  			// Convert from Theme padding character to the correct padding character 			return dateFormat.replace(THEME_PADDING_CHAR, getPaddingChar()); 		} else { 			return getValue(); 		} 	}"
"public static Properties readPropertiesFromFile(String _fileName, Properties _props) {
        Properties props = _props == null ? new Properties() : _props;

        LOGGER.debug(""Trying to read properties from file: "" + _fileName);
        Properties newProperties = readProperties(new File(_fileName));
        if (newProperties != null) {
            LOGGER.debug(""Successfully read properties from file: "" + _fileName);
            props.putAll(newProperties);
        }

        return props;
    }",2,read properties file,"read properties file<CODESPLIT>public static Properties readPropertiesFromFile(String _fileName, Properties _props) {         Properties props = _props == null ? new Properties() : _props;          LOGGER.debug(""Trying to read properties from file: "" + _fileName);         Properties newProperties = readProperties(new File(_fileName));         if (newProperties != null) {             LOGGER.debug(""Successfully read properties from file: "" + _fileName);             props.putAll(newProperties);         }          return props;     }"
"protected PlotCanvas paintOnCanvas(double[][] data, int[] label) {
        PlotCanvas canvas = ScatterPlot.plot(data, pointLegend);
        for (int i = 0; i < data.length; i++) {
            canvas.point(pointLegend, Palette.COLORS[label[i]], data[i]);
        }
        return canvas;
    }",3,scatter plot,"scatter plot<CODESPLIT>protected PlotCanvas paintOnCanvas(double[][] data, int[] label) {         PlotCanvas canvas = ScatterPlot.plot(data, pointLegend);         for (int i = 0; i < data.length; i++) {             canvas.point(pointLegend, Palette.COLORS[label[i]], data[i]);         }         return canvas;     }"
"@HtmlSafe
	public String getBodyHtml()
	{
		String body = execution.getResults().trim();

		return body.replaceAll(""<html>"", """").replaceAll(""</html>"", """");
	}",0,how to get html of website,"how to get html of website<CODESPLIT>@HtmlSafe 	public String getBodyHtml() 	{ 		String body = execution.getResults().trim();  		return body.replaceAll(""<html>"", """").replaceAll(""</html>"", """"); 	}"
"public String getCsv() {

        StringWriter writer = new StringWriter();
        try (CSVWriter csv = new CSVWriter(writer)) {
            List<String> headers = new ArrayList<>();
            for (String col : m_columns) {
                headers.add(col);
            }
            csv.writeNext(headers.toArray(new String[] {}));
            for (List<Object> row : m_data) {
                List<String> colCsv = new ArrayList<>();
                for (Object col : row) {
                    colCsv.add(String.valueOf(col));
                }
                csv.writeNext(colCsv.toArray(new String[] {}));
            }
            return writer.toString();
        } catch (IOException e) {
            return null;
        }
    }",1,convert json to csv,convert json to csv<CODESPLIT>public String getCsv() {          StringWriter writer = new StringWriter();         try (CSVWriter csv = new CSVWriter(writer)) {             List<String> headers = new ArrayList<>();             for (String col : m_columns) {                 headers.add(col);             }             csv.writeNext(headers.toArray(new String[] {}));             for (List<Object> row : m_data) {                 List<String> colCsv = new ArrayList<>();                 for (Object col : row) {                     colCsv.add(String.valueOf(col));                 }                 csv.writeNext(colCsv.toArray(new String[] {}));             }             return writer.toString();         } catch (IOException e) {             return null;         }     }
